barcode,name,cost,sell
4820156630526,اصابع مشبك كرونه 230غ,1750,2000
9556121026999,جوليز 90غ peanut butter,1031,1250
9501101941717,فيليه دجاج مقرمش 400غ بوادي,3854,4250
6250635284588,كتشب البدوي 5لتر دبه,5250,5500
8699141054632,اوزمو رول هبي ozmo,215,250
8690526223339,هولا ليمون 100غ whala مشكل,666,750
733968634382,صودا 200مل FRUTILY زجاج,375,500
6260161504913,حليب 1لتر كاله,1150,1750
8680417218681,حمص مكسيكي التونسا 500غ,1800,2250
633710163668,سائل غسيل الملابس كلاين دبه 4.5لتر,6333,6500
8752255455259,قاصر 1لتر بطل shtip,414,750
140788141501652621,تمن عنبر عراقي 900غ كيس,3833,4500
6260142650523,خل قزوين و الرحمه دبه كبيره مشكل,1125,2000
6261684,سفره سفري 2كغم kharman كبير,1437,2000
8699243692350,تايت ايلوكس 9كغم اوتماتيك,12500,13000
6223000264508,دهن جنه 700غ معدني,3250,3500
4780059607776,نوغا كوفريت 24ق GO UP,166,250
6262754000659,معجون طماطم طبيعت 400غ,604,1000
745760707218,لانشو باللحم البقري 340غ الطازج معدني,916,1250
8691066121734,ويفر هيرو بندق 27غ hero,216,250
8682538170022,كريم شانتي كيس 1كيلو krem santi,5500,6000
277013659871,راشي الطباخ نص كيلو علبه,2833,3000
8697422630421,كريم شانتيه 150غ زير مشكل,833,1000
8690533044149,كراكس  اصابع 45غ  جبن CRAX,219,250
8690526013510,مني بوب كيك 144غ كيس مشكل,1947,2250
8697449918298,كابتشينو محمود cappuccino كيس 20قطعه,4166,4500
9874578874495,كف عمل اسود فل سعر الجوز,333,500
6253504113088,زاهي توري ضاغطه مشكل,2875,3000
4820156638362,بسكت بورك كرونه 328غرام,1750,2000
8682539003787,اقراص غساله صحون فنش 50ق,8000,9500
8690536907847,اقراص غساله صحون بنكو 40ق Bingo,7500,9000
5891453765104,عسل الرحمه الجوده زجاجي 250غ,2166,2500
6284656565227,معطر ملابس فينا 1لتر,1500,2000
8683420544013,كتشاب بارد الطباخ دبه 5كغم,6500,7000
8695761003364,جبنه موزريلا الرحمه 180غ,2000,2500
6260000568236,زيتون الرحمه زجاجي 680غ,1208,1500
6973847335588,سماعه انستي باكيت كبير,3500,5000
633710164825,سائل غسيل ملابس الاطفال الوزير 1.5لتر,2666,3000
3073786155186,جبن البقره الضاحكه دبل 4*8,992,1250
6253803001291,شامبو غسيل العبايه فاين 1لتر,1916,2500
140788141501652736,رصيد زين 5000,5160,5500
9501101940789,فخاذ دجاج بوادي 2كغم,7000,7500
8683420540213,صلصه سماق الطباخ,791,1250
8714563002082,حليب داياميل 2 400غ,8900,9500
6291003078613,الموندي 28غ almonday,219,250
8680417212139,تايت التونسا 500غ كيس,771,1000
5287001349351,ايسكريم كون بسكت مشكل cone,226,250
8693541019451,ماء ورد البدوي 750مل,721,1000
6337101570700,خاثر جاموس كل يوم 1500مل,1750,2000
6260161410702,خضراوات مشكله بزاليا وجزر 400غ مجمد,1300,1500
8695820014478,دبس رمان الطازج 1000غ,1533,2000
140788141501652630,ماسحه كبير مظلع,900,1500
8699243692435,تايت ايلوكس 9كغم عادي مشكل,11000,12000
8699243692800,تايت ايلوكس 4كغم اوتوماتيك,6750,7500
6970801430150,عيدان اذان كبير ruiouya,708,1000
6262780302567,ورق عنب زجاجي  يونال,916,1250
8859032708895,شراب الحليب 290غ مشكل سامفران  samphran,1281,1500
8695280311780,ريد سترونج 250مل red strong,375,500
8694587146477,كريمه شوربه مشكل 68غ Kent,396,750
8682205456008,فاصوليا بيضا كوزال 100غ زجاجي,791,1000
8681407011909,سائل غسيل الملابس 1.5مل ABC مشكل,2777,3000
8697422630339,معجون طماطم 830غ zer,2291,2500
8906149311132,عطر المالكي 100مل,4000,6000
9874578874500,ماء ورد العربي 750مل بطل عراقي,583,750
6281100025795,صلصه البيتزا بيدر 473مل زجاجي,1583,2000
8697842400215,شامبو اطفال نيدو nido,750,1000
8681893008452,سفنج مرجان فافون 2عدد,1083,1500
8699956115221,لحيم فوري تركي koprulu,1104,2000
5998207940074,جبن الرحمه اوربي زجاجي 140غ,895,1250
8681893003358,اكياس نفايات جامبو ماكروماكس 95*72,1500,1750
8850187012936,تمن كله شير 4.5كغم,10000,11000
8681020800522,حفاضات بيديكال معوقين pedical M,12250,13000
6294017129104,حليب نيدو 400غ معدني,8300,8750
8691066235530,هيو شكولاته 32غ ماكس heya,219,250
6253803009471,تايت فاين 2.5كغم كيس,6000,7000
8001090037664,فيري كبسول غساله صحون 33ق,8500,10000
6557293460614,حليب عبودي شوكلاته 125مل,208,250
140788141501652694,دجاج بوادي 1600كغم,6240,6750
8715845002806,حليب نوتري هولند 3 400غ,8750,9000
6260161531391,قشطه كاله وردي دائري 100غ,450,500
8682851730262,منظف عام راسوس 750مل,1334,1500
140788141501652673,ملاعيب اطفال مشكل,750,1000
633710172585,تايت الوزير باكيت 2.4كغم مشكل,5375,6000
2232998999815,راشي الشمس 800غ,4084,4500
8683420540015,مرقة دجاج الطباخ 650غ سطل,2791,3250
6337101511468,حمص 500غ ئاش,1650,2000
5287001349016,ايسكريم عود surprise65g سبرايز,208,250
8699443501063,جل شعر 300غ max,833,1000
6260460700139,معجون طماطم  جينو صغير 400غ,875,1250
8683420540022,مرقه اللحم الطباخ 650غ سطل,2791,3250
8683420500057,قهوه جكليتيه الطباخ 24*18غ باكيت,135,250
8902652654575,تمن النسر الذهبي 4كغ  بختياري,5750,6500
8690526003115,كيك شفاف 16غ puf مشكل,111,125
8690526105680,بسكويت petit beurre 4pac 800g,3307,3750
6212693243075,مسحوق كاكاو وينر علبه 200g,2416,3000
6253504111275,زاهي توري دبه 2لتر Touri,4500,4750
619185647506,جريش بروش 10كغم كيس داس,8800,9500
8681893005628,ورق زبده غلايه دائري ماكروماكس,1083,1500
6985500550054,شاحنه سياره مشكل,1750,3000
8682205455995,حمص زجاجي كوزال,875,1000
6260161402653,باقلاء مجمده بمينا 400غ كيس,2163,2500
8690526741949,بسكت كونك مملح 80غ,447,500
8697449918823,جلي التونسا 85غ باكيت مشكل,791,1000
8699986800340,طحين فاخر 900غ,900,1000
6985500222227,كيبل مشكل ميديوم MEIDOUM,2100,3000
633710163972,شامبو عبايه الوزير 1.5لتر,2388,3000
140781501652737,رصيد زين 10.000,10280,11000
310158081111,معجون سنسوداين الاصلي  مشكل,6400,7000
8681863143589,كيك هولا 77,97,125
8697471615028,معطر غساله صحون ليمون,1666,2000
8691988004566,جل شعر اسود 220مل,1750,2000
8700216517263,تايت اريال 9كغم كيس مشكل,15625,17000
2814821017004,دجاج  oznesil تركي1700,5600,6000
8680945061452,نستله ماديره madera,95,125
8680400903365,منظف حمامات هس 750مل HES,1500,1750
140788141501652706,شاي دانوك 500غرام علبه,3125,3500
6260161404695,بطاطس مقليه 2.5كغم بمينا كيس,5554,6500
8715845002790,حليب نوتري هولند 2,8167,8750
6291003081903,بريك ريزو 28غ,219,250
8002617985734,تمن مدور 900غ الديك بختياري,1700,2000
785249347566,صاص جوكر 450غ,688,1000
6260161580467,قشطه كاله اصفر مربع 100غ,437,500
619185647469,حبيه 5كغم داس كيس,4600,5250
8002617985611,برغل ناعم 900غ الديك بختياري,1050,1250
8699243692992,تايت نايسي 2.5كغم عادي,3063,3500
165300300380028,كوب زجاجي مع قصبه,688,1000
8683717472722,Master Potato 110g جبس علبه,1417,2000
9556121026920,جوليز كراكر 132غ مشكل le-mond,625,750
5775345612014,عصير سنكويك 200مل باكيت,208,250
8697422634467,سباكيتي 200غ زير,283,500
8002617985031,حمص كله شير 5كغم الديك,12000,14000
8680417207005,تايت التونسا 9كغم عادي مشكل,11500,12000
8697449901351,تمن محمود 900غرام,1500,1750
8001100012384,بسكويت بالكو 350غ BUONGIORNO,1800,2250
6941950211204,سماعه تايب سي MOXOM,3500,5000
6281007055710,قشطه مراعي 115مل مشكل,430,750
8692922291561,جبن قشقوان لايت مرسين 250غ دائري,2236,2500
8699169400046,كنافه جاهزه مرسين 135غ,1706,2000
9640000007831,جبن بلم نبراس وشمال مشكل سلام,500,750
6211072147171,ملفوف دولمه معلب 400غ الباشا,2250,2500
140788141501652773,دجاج بيك بلج 1200كغم,3650,4000
6191523806911,زيت زيتون صفوه زجاجي 500مل,4166,4500
8680417207432,شعريه التونسا 2كغم كيس,1900,2500
8680805288159,مايونيز الطازج دبه 3.78,8125,8500
4820156631219,بسكت اصابع كرونه 160غ عائلي,1250,1500
8681020800539,حفاضات بيديكال معوقين pedical L,12750,13000
8999999033194,شامبو لايف بوي الاصلي 680مل Lifebuoy,4000,4500
9000101390551,كبسول منظف غساله الصحون 3ق,3000,3500
6253504117994,تايت روكسول 600غرام و 700غرام ROXOL,700,1500
8000500384763,Kinder Tronky 18g اصابع,415,500
8680400903969,تبيض حمامات هس 750مل,1750,2000
7613200027734,حليب سويسلاك swisslac 3,9000,10000
8714563002075,حليب داياميل 1 400غ,8900,9500
3551100827228,حليب سيليا رقم 2 400غ,8400,9000
8699415438472,قهوه محبوبه 8كيس صغير,966,1500
3052001379682,شراب بيتس 220مل مشكل peets ice,1334,1500
6291003021237,استيرو 36غ astro,223,250
6291003092527,نستله بريك 25غ breaktime,219,250
8680400900418,معطر ملابس 3لتر دبه HES,3594,4000
054881000499,شاي احمد سيلاني 400غ احمر,3600,3750
6262780300792,فلفل سوزاني يونال معلب زجاجي,833,1250
8690526636344,بسكويت الشوفان بكريمه 100غ رول,667,750
655729333894,ماء ورد الامراء,459,1000
8934673420037,ريديالاك 200غ مشكل Ridielac مشكل,2250,2500
8697449904536,حليب محمود 2250كغ كيس,14333,15000
8904246100666,تمن الخان 4.5كغم,8250,8500
8697422638946,زيتون اسود بلم 170غ زير,1000,1250
8690526012001,بسكت عائلي 393غ عائلي,1575,2000
6691106074374,عطر شيخ زايد ابيض 100مل,4000,9000
8697422630469,خل تفاح زير 500مل زير,1000,1250
165300300380015,جكليت الدباغ,4200,5000
8680417210555,برغل وسط التونسا 4.5كغم,4600,5500
140788141501652785,تمن خيام 25كغم,41334,43000
4066447770704,معطر جسم بيليا Balea مشكل,2466,3500
8699969229397,صاص ئالين دبه 4لتر بارد,3825,4500
6281007038928,حليب المراعي 150مل باكيت مشكل,222,250
6260687301928,جبنه صباح زجاجي 140غ,791,1000
9557366993459,حليب مكثف روبال,895,1250
6267287301617,حليب كاله 1لتر قليل دسم,1375,1750
8002617985154,برغل وسط 10كغم كله شير,9600,10500
8683420544501,صلصه جبن شيدر 425غ الطباخ,1500,2000
8681893009169,كلنس تنظيف ارظيه ماكروماكس,3250,4000
6260406201881,بسكت سمسم عائلي Twipsy,750,1000
4820156633473,بسكت فلامنكو كرونه 320غ,2250,2500
4820258641222,بسكت شكري 160غ مشكل كيس,888,1250
8680400900722,تايت روان 9كغم عادي RAWAN,8000,9000
749921062536,محلي سكر ستيفيا 50ق باكيت,6958,8000
8680400902337,سائل غسيل اليدين هس 3لتر HES,4833,5000
6974929201371,كيبل جيلكو B9 مشكل,1750,3000
5449034299,ليمون ونعناع 1لتر كولا,541,750
8001841134260,تايت سائل تايد Tide دبه,9625,10500
6974975770272,ذره حلوه الطازج معدني 340غ,708,1000
9501101940673,حواصل بوادي 450غ 18ق,833,1250
8001841131177,تايت اريال سائل 2.5كغم,8625,9000
7339634528,عصير فريش زجاجي reesh,395,500
4711476003575,قهوه زجاجيه cappuccino 240ml,1333,1500
6253807840773,ايسكريم باندا Golden,208,250
6253002800435,حليب بريما prima 1,8000,8500
6281007060578,حليب انفالاك 3 400غ,8250,8500
8697449908169,حليب التونسا 2250غرام كيس,14375,15000
6291003090608,باور بريك 28غ powerbreak,219,250
633710163989,معطر ملابس الوزير 1.5لتر مشكل,2362,2500
6281007034296,حليب ايفولاك 1 400غ,7708,8500
6260232872576,تايت 10كغم ABC كيس ازرق,6482,7000
4710085229000,مستر براون 240مل مشكل,907,1000
8961100052141,ثوميه زجاج صغير 330غ,2083,2500
6788637911466,برغر لحم 10قطع دار السلام مجمد,708,1000
6291003003387,بسكت دايجيستف 250غ digestive,1472,1750
6281105121010,تمن اريز بسمتي 20كغ areez,27500,31000
8682538174525,زينه الكيك الطباخ 60غ,1075,1250
8697422639110,صابون الجمال بالتفاح 125غ Lia zer,388,500
655729341356,برغل ناعم 5كغ الديك بختياري,4800,5500
8690526019383,شوكلاته بندق 17غ leil,437,500
8906149315345,عطر عروسة 100مل,4000,6000
9710201379621,معطر متعدد الاستعمالات trose دبل,834,1250
6253504117222,معطر توري ملابس دبل كبير,3750,4000
6300256489203,معكرونه مشكل مقطع 150غ bustan,150,200
619185647476,برغل وسط داس 10كغم كيس,8800,9500
8683420509937,فانيليا بالسكر الطباخ 36*5غ,1250,1750
234567891003,كيك بارز قلب IOCAKE BARIZ مشكل,97,125
6978923178127,سماعات بوبجي اكترا باسز,1400,3000
9501101941854,سكالوب بوادي 750غ كيس,6275,7000
6281006412521,معجون اسنان سكنل signal,1125,2000
4260421982026,معطر جسم فوريا مشكل Forea,2476,3500
140788141501652772,دبس الذهبي زجاجي 500غ,1083,1500
9556121003051,جوليز بيتون جبن 168غ عائلي,2600,3000
8697404262183,زيتون كامل الرحمه صغير,875,1000
6250634845247,صاص البدوي دبه 5لتر,5250,6000
8697422635730,كجب زير سطل مشكل,8000,8500
6261885300324,ورق عنب زجاجي Bahrami,791,1000
4820156632759,بسكت مشبك كرونه 354غ,2250,2500
8681020801864,حفاضات بيديكال معوقين XL Pedical,11395,12500
6820223101001,دفتر 100ورقه مشكل,708,1000
6971916433470,سماعه مشكل انستي,3500,5000
6973847337254,سماعه انستي ANSTY مشكل,2100,3000
8694302645117,زيتون شرائح اسود الارز 370غ,812,1000
8906021929004,عسل الشافي جره 500غ,3700,4000
8683420544495,كتشاب بارد مدخن 425غ الطباخ,916,1500
8700216206310,اولويز ليلي سوبر جامبو كبير,6666,7000
6212551041072,ببسي 250مل بلاستك بغداد,208,250
6262754020787,تمن طبيعت 4.5كغم خام,7249,7500
6282717217405,معطر جسم دوف 200مل,1250,3000
3518070012368,حليب نوفلاك رقم 1,11500,12000
6260687302109,جبنه بنير صباح زجاجي 240غ,1125,1500
8690506544171,شامبو دورو Duru الاصلي,1480,1750
6281007060714,حليب انفالاك COMFORT,11000,11500
6266824401858,عصير بلنكو LEMONARD مشل زجاجي,729,1000
6291003089367,ريزو فول سوداني 28غ,219,250
140788141501652648,دجاج ديوم 1200كغم,3700,4500
8680417218780,برغل ناعم التونسا 500غ,771,1000
6982023050405,فطر مقطع معلبات ويست معدني,583,1000
9645032,شربت خالقي زجاجي مشكل 840مل,3333,4000
6976226316444,فازلين رباعي ملون 4قطه,650,1000
7156218093105,سائل غسيل ايلوكس دبه 4700مل,5000,5500
6975555410212,فرشه اسنان درزن 10قطع,500,750
2000270553822,معكرونه الرؤى برينه كيس,125,250
9504000291365,بربيكان زجاجي شعير,791,1000
8904405901714,تمن كلبهار 4.5كغم كيس,7875,8500
5283003312010,نوغه بوبنز بطريق لبناني 24ق,194,250
6260918600349,جبن 100غ 6قطع kibi,833,1500
8906125200764,تمن راوند 20كغم بسمتي,25000,26000
8906055702925,شاي الخان 1كغ مشكل,6812,7000
8436540822314,فاصوليا بيضاء 500غ الطازج الذهبي,875,1000
8697512322878,حفاضات عجزه 30قطعه actual,11875,13000
8681407000347,برغل ناعم 700غ زير,875,1000
8690526477152,جين بسكويت 325غ فراوله CIN,1715,2000
1101101110005,تمن خيام 4.5كغم خام,7000,7500
8697422631312,كتشاب بارد زير 550غ,1000,1250
633763897,جل معطر عام العملاق الجزيره بخور,1125,1500
8681407008695,دهن 10لتر سطل زير,22250,24000
140788141501652695,دجاج كوزده 1300كغم,5600,6000
91191129162031,زبيب كيلوات فل,6600,7000
6712190549446,كيبل اواكس ايفون MEER,3500,5000
6973847332525,سماعه  انستي ربل,2400,3500
9501101941199,همبركر دجاج بوادي 1كغم كيس,6250,7000
3575410861338,حليب نكتاليا رقم 3,8350,9000
8696368240022,كريم طبخ مرسين 1000مل,4270,4500
8690526559230,كراكس كونك مملح 40غ,225,250
6284526320116,معطر عبايه فينا 1لتر,1500,2000
8683420544525,صلصه سماق 400غ الطباخ,958,1500
9556121022496,جوليز ليموند ليمون 170غ عائلي,2600,3000
8935048608258,قهوه كوفي 250مل مشكل kofi,791,1000
3800112162699,كريم طبخ 200مل باكيت,1250,1500
8685845841630,جل اواكس مثبت شعر ملون WAX,1750,2000
6973847334611,كيبل اوكس وتايب سي انستي,3000,4000
140788141501652766,كيس شاي,500,1000
3073781147087,جبن كيري زجاجي 500غ kiri,4500,5000
6251089003817,حبيبات رند 240مل قوطيه مشكل,339,500
6973847334260,كبل 5امبير مشكل انستي,3500,4000
6973847334604,اواكس موكسوم ايفون تاب,3500,4000
6973847336257,كيبل متعدد الاستعمالات انستي pd,3150,5000
6291055000150,فالكون المنيوم 7.74*30سم,1333,1750
8699141057053,امادا مود 135غ علبه,1750,2000
9413000046922,حليب كونفي لاك رقم 1 400غ,6650,7000
90338052,كولا 300مل بلاستك,223,250
140788141501652716,تايت 20كغم rin الوزير كيس,16000,17000
6252155566663,جلاتين و نعناع كنز ماعون مشكل,833,1000
8681863042943,نستله برلين berlin,97,125
9501101940734,اجنحه دجاج 2كغم بوادي,8500,9000
9556023907860,جبس جاكر 150غرام jacker,1715,2000
8697439305541,نستله شوكو مستر بايت CHOCO,202,250
6253002800442,حليب برايما prima 2,8000,8500
3575410861314,حليب نكتاليا 400غ 2,7850,8500
3551100827211,حليب سيليا 1 400غ,7750,8500
4800888220820,ريكسونا اصلي 40مل مشكل,2146,2500
9504000332075,دهن فيروز 5لتر تنكه,10400,11000
8681451513312,علك توبوكس 133غ,207,250
8680400900524,تايت هس 9كغم اوتماتيك مشكل HES,10500,11000
6281007034319,حليب ايفولاك 3 400غ,7834,8250
6294017127933,حليب نيدو دبل معدني,25833,27000
6210551064138,قهوه بن الحموي 1لتر زجاجي,3000,3500
6260213300203,معجون طماطه ون  1كغم معدني,1750,2000
8230153210,زاهي غسيل الصحون جبال اوراس 700مل مشكل  awras,541,750
8697404262558,زيتون اسود شرائح الطازج 370غ معدني,1052,1500
8683420537046,خليط الكيك الجاهز اسفنجي الطباخ ساده,1458,2000
9277013105058,زعفران الطباخ 10غ,2416,2750
8002617245876,جريش 5كغ الديك بختياري,4800,5500
8036904979465,فاصوليا النسر الذهبي 3كغم,8441,9500
8906149315543,عطر انت حياتي ابيض,4000,6000
8904405901745,تمن خيام 900غ كيس,1616,2000
9786008399063,لاصق فار JUVARIM,260,500
8906137950336,شاي الطبيعه علبه 1kg,6062,6500
8908007656942,شاي التفاحه علبه 800g,5812,6500
140788141501652770,فلفل اسود فل 10كغم,9700,12000
24080255,حلاوه 1كيلو ماعون دائري الموصل,4750,5500
1715862282752,خاثر خيرات اربيل سطل كبير 1700,1750,2000
140788141501652792,حفاضات بيديكال معوقين S PEDical,11750,12500
140788141501652788,دهن السراج 10لتر سطل مدور,22250,23500
6985500000214,كيبل ايفون تايب سي MEIDOU,3500,5000
6937673802041,سماعه MEER COMFORTABLE,2100,3000
8006540373743,اقراص فيري غساله صحون 29ق الاصلي,7000,8000
6281007042499,جبن مراعي 120غ زجاجي,1291,1500
8683420537060,خليط الكيك الجاهز الطباخ كاكاو,1416,2000
8681893000111,سيم روله *3 ماكروماكس,1250,1500
5907471414549,بسكت جيرارد 165غ ليفز,1750,2000
8680400903358,منظف طباخ هس 750مل اخضر,1500,1750
6985500333299,كيبل تايب سي من الطرفين meidou,3500,5000
3351038901324,عصير نبع ران بلاستك 320مل,300,500
6253504111978,سائل غسيل العبايه توري 900مل,1833,2250
8680417201195,زيتون التونسا اخضر معدني 360غ,1500,1750
8680417211859,مربه التونسا 380غ زجاجي,1166,1500
6925799507698,دهن ليزر ازرق,1500,1750
6925162523317,لحيم عصارتين خبط,458,1000
8690526308371,بسكت كومبو رول 84غ kombo,888,1000
5998207916178,جبن هيما مثلث دائري hema,437,750
140788141501652707,تمن بختياري 900غرام,1590,1750
8690481030010,تي ماكس نوغا اصفر,212,250
0162300022260056,ايسكريم كلاكسي كبير باندى عود,416,500
6254564585235,ايسكريم كندر كبوس كبير,417,500
6191513503103,جبن مثلث الشبل الصغير 8ق,458,750
6232251114500,تمن احمد 4.5كغم شفاف,8375,8500
140788141501652667,دجاج اربلج 1500كغم تركي,4500,5500
2835425012004,دجاج اربلج 1200 نركي,3800,4000
8002617985680,برغل خشن 900غ الديك,1050,1250
8887290102155,قهوه مره 20ق macchocolate,3450,3750
8690526075556,ويفر مغطى بالشوكلاته 50غ darelo,449,500
7896419719199,صدر دجاج2كغ lar,10333,11000
4820024951401,دجاج فاريا حلال 1600كغم مجمد,5100,5750
1,بيض احمر طبقه 24كغم,112,200
5287001349504,ايس كريم 95غ candy nuts,220,250
6949796700289,خميرة 65غ star maya,283,500
6291003003394,بسكت دايجيستف 400غ digestive,2208,2500
8694587115640,مسحوق الكاستر 130غ مشكل Kent,750,1000
8683420539620,مسحوق كاستر الطباخ معدني 250غ مشكل,1250,1500
6291106066272,عطر دينار 100مل DINAR اسود,4000,5000
6291106066289,عطر ريال 100مل riyal,4000,7000
633710172547,كلنس الوزير 400منديل,634,750
8682205456213,لحم بودرون مثروم 340غ اصلي مربع,1958,2250
8681282303458,بودرون لانشون دجاج 340g,667,1000
8698995510523,جريش خوش شعريه 500غرام,550,950
8698995510844,فاصوليا خوش 500غرام,1740,2000
869455501,شاي جيهان فل كيلوات,7200,8000
140788141501652723,ذره جرزات 10كغم كيس,4000,5000
140788141501652787,راشي الشمس 1800غم,10000,11000
6281007023962,جبن كيري المراعي 12قطعه,2850,3250
140788141501652774,دجاج بيك بلج 1500كغم,4700,5500
8682205457203,قهوه برازيلي زجاجي 40غ,916,1250
5998207932017,جبنه طازجه عرب 225غ الرحمه,1833,2000
8684207811779,جلي علبه كبير,3250,3750
6260246801371,نوتيلا soular عادي,151,250
9501101944503,شاورما دجاج بوادي 2.5كغم,12500,13000
5907471408685,بسكت جيرارد 160غ عائلي,1772,2000
4820258642526,بسكت كرونه كيس شفاف 400غ مشكل rokersy,1750,2000
4820156632674,بسكت بالتمر 354غ عائلي كرونه,2235,2500
140788141501652764,دجاج بوادي 900غرام,3575,4000
6291003010347,كيك كاكاو 90غ delights,895,1250
8691796000323,بتبور بزبز 700غ bizbize,2000,2500
8681407022745,زيت زير 900مل بطل,1937,2250
655729304924,عصير هواك 330مل مشكل زجاجي,375,500
6253803007590,منعم ومعطر اقمشه فاين 3لتر مشكل,4250,5000
8693855007342,عصير فريشير 200مل زجاجي fresher,562,750
8594454444593,فستق عضم تاج بغداد 40غ,875,1000
1101102221210,دهن خيام 10لتر سطل,28000,30000
4084500410534,فيري كبسول غساله صحون 36ق,8333,10000
8691707096230,امادا فيني 25غ مشكل,213,250
8691707140933,امادا ستيكس 25غ باكيت,445,500
8002617985628,جريش كله شير 900غرام,1000,1250
6253504117789,صابون سائل توري مشكل,1416,1750
8693342002140,دجاج طبيعه 1300كغم,4060,4500
3254551018466,حليب دوفلاك 400غ رقم1,8750,9500
918778336538,سيتول 750مل الفعال,2375,3000
8684180519105,جلاتين علبه max مستطيل,833,1000
140788141501652711,دجاج شاهين 1500كغم,4950,5500
8697422632012,زيتون اخضر كامل دبل زير,2500,2750
8681820175554,دهن نورس 1820غرام سطل,5166,5500
8683749130744,مصاص كيس 88غ sour,812,1000
6337101677720,شوربه ايفوسيريال 4 اشهر,4000,4500
7640153864642,حليب نوترينا 400غ 1,7917,8500
8715845002783,حليب نوتري هولند 1 400غ,8167,8500
655729303286,ماء سانا 12بطل,50,250
8681863046415,نستله بطريق PINGUIN,97,125
6281007032773,جبن مراعي مثلث كبير,3111,3500
6260161566560,عصير لاكي جوس 1لتر juice مشكل,792,1000
8697713831360,مزيل دهون بيروس 500مل PEROS,1250,1500
8680417201287,فاصوليا التونسا ارجنتيني 500غ,1650,2000
633710171847,فلاش الوزير 900مل,1054,1500
5998207916154,جبن شيدر هيما 113غ معدني دائري,750,1000
6281007034302,حليب ايفولاك 2 400غ,7708,8500
8665421330017,عجينه بقلاوه الرحمه,1688,2000
8698720570969,كلنس مرطب الماس 120سحبه,709,1000
9277013111103,شربت طبيعي مركز 1200مل مشكل,2917,3500
004876585029,سكر 10كغم RAZ كيس,12500,12750
6251091061973,خاثر الوطنيه 300غ كاسه,437,500
6251091061454,خاثر الوطنيه 500غ,875,1000
6211044902210,بسكويت بالتمر صباح جنتي 24ق,198,250
6261307403855,جبن بالمربى اليما مشكل,208,250
8680610520062,فرشه كنس 17سم تركي,667,1000
6260527717490,سمك تونه نورس معدني  مشكل,1417,1500
4820107359933,دجاج كواليكو 1200كغم مجمد,3910,4500
8693541019483,خل البدوي 2لتر  كبير,1583,2000
8906113910576,معجون التمر الهندي الطازج 175غ كيس,406,750
8683717471459,Master Potato 60g علبه مشكل جبس,1115,1500
9277013116016,مايوتشاب الطباخ 570غ,1250,1500
8683420542712,صلصه الطباخ رفيع زجاجي 275غ مشكل,1000,1250
6281102101855,كاكاو علبة حديد 125غ ريحان,2700,3250
8681407001122,تمن بالدو ايطالي 700غ zer,1700,2000
8690533671024,بسكت فنكر عائلي 450غ 3قطع,2250,2500
8690533006611,بوب كيك 200غ كاكاو pop kek فواكه,1625,1750
8690526026633,بوب كيك 200غ كاكاو pop kek كشمش,1625,1750
8906149310739,عطر اسراء 100مل,4000,5000
6691106077160,عطر دينار ابيض DINAR,4000,5000
6251580002135,علكه بالمستكه  شعراوي اردني,1750,2000
4122146887942,ديتول مطهر ومعقم 900 مل,1584,1750
8699965898764,صبغ لوزينا غذائي مشكل 15غم,750,1000
8699965895640,نكهة وعطر الشاي ايلين,750,1000
8697422630506,حامض ليمون زير 500مل بطل,667,1000
8906037697980,نكهه برتقال زجاجي  MUBARAKAH,292,500
6920354824845,معجون اسنان كولجيت اصلي,1166,1750
4796015722704,شاي الغزالين 200g كيس,1809,2000
5285007241228,صابون Roux روكس 125g,319,333
5210521520207,فلاش عادي نسمه حنين بطل,584,1000
6253504112456,زاهي لميس 900مل lamis,1583,1750
8699960541856,زاهي غسيل صحون Olive 1000ml,1250,1500
6253803252983,معطر لين الاقمشه مشكل Leen,1313,1500
8690814063005,شعريه فاخر FAKHIR 1400g,1200,1750
8697924598373,دهن التونسا 5لتر تنكه,11500,12000
6932620208105,باتريات تايكر صغير وكبير,625,1000
5907471404540,بسكت جيرارد عائلي جوز هند 180غ,1250,1500
140788141501652786,تمن نصرت 30كغم,43000,46000
9501063448774,فرشه اسنان خشن الفليح,750,1000
8692144000040,دجاج بيك بلج 1000كغم,3050,3500
3258017695406,شاميه اوراس كيس صغير,550,750
6281007169004,شرائح جبن مراعي 10ق مشكل,2333,2750
6281007069014,قشطه مراعي معدني 155غ,875,1000
6857123659905,جبن الشمال مشكل 250 سلام,208,250
8700216218832,تايت تادي 1.8كغم tide,7250,8000
8683420544037,صاص الطباخ دبه 5كغم,4875,5500
8681893009046,اكياس نفايات 110*80 سم 120L ماكروماكس,2250,2500
2331022045662,خبز صاج الرحمه كبير,2500,3000
6974975770906,ذره حلوه جود علبه,583,1000
6260406202604,جكليت شيرين وطن كيس,1500,2000
5998207928898,شرائح جبنه مطبوخه هيما 200غ,812,1000
5998207916161,جبن هيما بلوك مطبوخه 180غ,916,1250
140788141501652735,معجون طماطه الاوس 400غ,750,1000
140788141501652733,لبن زاد اليوم كاسه 200مل,150,250
9421905543033,حليب كونفي لاك رقم3 400غ,6500,7000
9421905543019,حليب كونفي لاك رقم2 400غ,6500,7000
8697449907841,حليب التونسا 900غرام قوطيه,7250,7500
9551980390205,كبه السلام باكيت 2قطعه,2583,3000
6297508753406,معطر جسم ريكسونا مشكل,1500,2000
